Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DelayCategory,IsWeekend,TimeOfDay
2008,1,4,5,1722.0,1710.0,2033.0,2040,WN,3050,131.0,150.0,121.0,-7.0,12.0,MDW,MCO,989.0,3.0,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,22,2,1634.0,1635.0,1816.0,1815,WN,174,102.0,100.0,82.0,1.0,-1.0,PHX,DEN,602.0,10.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,15,2,625.0,610.0,824.0,815,WN,799,59.0,65.0,42.0,9.0,15.0,LAS,PHX,256.0,4.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,28,1,1429.0,1430.0,1521.0,1525,WN,34,52.0,55.0,44.0,-4.0,-1.0,HOU,DAL,239.0,3.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,13,7,1009.0,955.0,1104.0,1100,WN,1647,55.0,,45.0,4.0,14.0,LAX,LAS,236.0,5.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,Morning
2008,1,31,4,738.0,740.0,829.0,855,WN,621,51.0,75.0,41.0,-26.0,-2.0,MSY,BHM,321.0,2.0,8.0,TRUE,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,16,3,2012.0,2000.0,2121.0,2130,WN,2122,129.0,150.0,121.0,-9.0,12.0,TPA,STL,869.0,2.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,18,5,1935.0,1905.0,2039.0,2020,WN,42,64.0,75.0,54.0,19.0,30.0,ELP,PHX,347.0,4.0,6.0,0,0,1.0,0.0,0.0,0.0,18.0,1,0,Evening
2008,1,24,4,1500.0,1445.0,1613.0,1600,WN,1482,73.0,75.0,55.0,13.0,15.0,OAK,ONT,361.0,4.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,29,2,1248.0,,1410.0,1410,WN,892,142.0,155.0,129.0,0.0,13.0,MDW,DEN,895.0,6.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,16,3,1420.0,1425.0,1544.0,1550,WN,1675,-84.0,85.0,72.0,-6.0,-5.0,SNA,SMF,404.0,3.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,26,6,1134.0,1130.0,1319.0,1255,WN,2293,225.0,205.0,205.0,24.0,4.0,AUS,LAX,1242.0,8.0,12.0,0,0,0.0,0.0,24.0,0.0,0.0,1,1,Morning
2008,1,28,1,1058.0,1100.0,1105.0,1105,WN,1592,67.0,65.0,54.0,0.0,-2.0,SDF,MDW,271.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,10,4,2105.0,2110.0,2310.0,2320,WN,532,65.0,70.0,50.0,-10.0,-5.0,SAN,TUS,367.0,3.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,25,5,1614.0,1615.0,1819.0,1820,WN,3256,125.0,125.0,109.0,-1.0,-1.0,MCO,BWI,787.0,3.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,30,3,1308.0,1300.0,1400.0,1355,WN,28,52.0,55.0,40.0,5.0,8.0,HOU,DAL,239.0,3.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,24,4,2016.0,2015.0,2222.0,2230,WN,364,126.0,135.0,112.0,-8.0,1.0,TPA,CMH,829.0,3.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,7,1,617.0,620.0,746.0,745,WN,629,89.0,85.0,76.0,1.0,-3.0,MDW,MCI,405.0,5.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,27,7,2120.0,2055.0,2222.0,2200,WN,513,62.0,65.0,50.0,22.0,25.0,HOU,JAN,359.0,3.0,9.0,0,0,3.0,0.0,0.0,0.0,19.0,1,1,Evening
2008,1,31,4,832.0,840.0,1308.0,1320,WN,3505,156.0,160.0,143.0,-12.0,-8.0,LAS,OMA,1099.0,2.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,14,1,850.0,850.0,09:54,955,WN,6,64.0,65.0,51.0,-1.0,0.0,DAL,LBB,293.0,3.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,30,3,1752.0,1800.0,10.0,35,WN,1418,198.0,215.0,178.0,-25.0,-8.0,LAS,IND,1591.0,9.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,18,5,630.0,630.0,1143.0,1155,WN,2625,193.0,205.0,177.0,-12.0,0.0,LAS,BNA,1588.0,4.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,26,6,1842.0,1815.0,1950.0,1920,WN,878,68.0,65.0,54.0,30.0,27.0,LAX,SJC,308.0,3.0,11.0,0,0,0.0,0.0,3.0,0.0,27.0,1,1,Evening
2008,1,8,2,1245.0,1250.0,1758.0,1810,WN,3245,193.0,200.0,182.0,-12.0,-5.0,ABQ,MCO,1552.0,5.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,7,1,717.0,720.0,948.0,1010,WN,1569,151.0,170.0,133.0,-22.0,-3.0,BUF,MCO,1011.0,8.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,11,5,1651.0,1650.0,1806.0,1815,WN,422,135.0,145.0,121.0,-9.0,1.0,ISP,MDW,765.0,7.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,27,7,1953.0,1850.0,2102.0,2005,WN,503,69.0,75.0,55.0,57.0,63.0,BUR,OAK,325.0,6.0,8.0,0,0,0.0,0.0,0.0,0.0,57.0,1,1,Evening
2008,1,16,3,650.0,650.0,802.0,805,WN,2524,72.0,75.0,57.0,-3.0,0.0,BDL,BWI,283.0,2.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,17,4,1220.0,1220.0,1436.0,1435,WN,1123,76.0,75.0,60.0,1.0,0.0,MDW,PIT,402.0,6.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,27,7,1247.0,1240.0,1345.0,1345,W,3925,58.0,65.0,45.0,0.0,7.0,BWI,RDU,255.0,3.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,13,7,1649.0,1640.0,1801.0,1755,WN,3327,72.0,75.0,54.0,6.0,9.0,BUR,OAK,325.0,5.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,Afternoon
2008,1,3,4,2100.0,1945.0,2255.0,2150,WN,2991,55.0,65.0,43.0,65.0,75.0,LAS,PHX,256.0,4.0,8.0,0,0,48.0,0.0,0.0,0.0,17.0,1,0,Evening
2008,1,31,4,1149.0,1155.0,1159.0,1205,WN,1594,70.0,70.0,53.0,-6.0,-6.0,PHX,SAN,304.0,3.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,4,5,1821.0,1745.0,1937.0,1910,WN,1255,76.0,85.0,67.0,27.0,36.0,OAK,SAN,446.0,2.0,7.0,0,0,0.0,0.0,0.0,0.0,27.0,1,0,Evening
2008,1,24,4,2014.0,2010.0,2013.0,2015,WN,3339,59.0,65.0,44.0,-2.0,4.0,DTW,MDW,229.0,7.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,21,1,1048.0,1050.0,1149.0,1210,WN,1854,61.0,80.0,49.0,-21.0,-2.0,PHL,MHT,290.0,3.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,25,5,708.0,710.0,735.0,735,WN,1951,87.0,85.0,74.0,0.0,-2.0,TPA,BHM,460.0,2.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,11,5,901.0,900.0,901.0,910,WN,984,60.0,70.0,47.0,-9.0,1.0,PHX,LAS,256.0,5.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,15,2,1059.0,1100.0,1131.0,1145,WN,3244,92.0,105.0,82.0,-14.0,-1.0,DAL,ELP,562.0,3.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,30,3,1344.0,1340.0,1529.0,1530,XE,523,105.0,110.0,94.0,-1.0,4.0,MSY,SAT,495.0,4.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,21,1,1820.0,1725.0,107.0,35,WN,3937,227.0,250.0,211.0,32.0,55.0,LAS,TPA,1984.0,4.0,12.0,0,0,8.0,0.0,0.0,0.0,24.0,1,0,Evening
2008,1,19,6,1959.0,2000.0,2122.0,2130,WN,2033,83.0,90.0,66.0,-8.0,-1.0,SAN,OAK,446.0,6.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Evening
2008,1,28,1,1520.0,1510.0,1523.0,1515,WN,1047,63.0,65.0,53.0,8.0,10.0,PHX,SAN,304.0,3.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,19,6,??,1315.0,1425.0,1400,WN,3407,39.0,45.0,29.0,25.0,31.0,HOU,AUS,148.0,4.0,6.0,0,0,10.0,0.0,0.0,0.0,15.0,1,1,Afternoon
2008,1,12,6,929.0,925.0,1424.0,1429,XE,224,175.0,184.0,158.0,-5.0,4.0,SMF,OKC,1342.0,4.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,21,1,1251.0,1255.0,1449.0,1510,WN,1286,178.0,195.0,159.0,-21.0,-4.0,FLL,MDW,1166.0,4.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,30,3,1742.0,1745.0,2256.0,2315,WN,3331,194.0,210.0,174.0,-19.0,-3.0,LAS,MDW,1521.0,6.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,20,7,1210.0,1210.0,1229.0,1240,WN,1481,79.0,90.0,69.0,-11.0,0.0,PIT,MDW,402.0,4.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,15,2,917.0,920.0,1031.0,1030,WN,1854,74.0,70.0,52.0,1.0,-3.0,PIT,PHL,267.0,3.0,19.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,20,7,2004.0,1645.0,2211.0,1845,WN,1401,67.0,60.0,52.0,206.0,199.0,PDX,BOI,344.0,5.0,10.0,0,0,0.0,199.0,7.0,0.0,0.0,1,1,Afternoon
2008,1,19,6,1710.0,1705.0,1830.0,1840,WN,1664,80.0,95.0,69.0,-10.0,5.0,DAL,BHM,587.0,2.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Evening
2008,1,31,4,2107.0,2050.0,2219.0,2205,WN,2876,72.0,75.0,57.0,14.0,17.0,RDU,PHL,336.0,5.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,28,1,1030.0,1030.0,1242.0,1230,WN,2554,252.0,240.0,234.0,12.0,0.0,MSY,LAS,1501.0,7.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,5,6,853.0,845.0,1407.0,1415,WN,992,194.0,210.0,180.0,-8.0,8.0,DEN,MCO,1545.0,6.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,4,5,1849.0,1835.0,1956.0,1945,WN,3486,67.0,70.0,58.0,11.0,14.0,BDL,BWI,283.0,2.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,10,4,948.0,835.0,1139.0,1015,WN,1855,111.0,100.0,88.0,84.0,73.0,SAN,SFO,447.0,5.0,18.0,0,0,0.0,0.0,82.0,0.0,2.0,1,0,Morning
2008,1,23,3,1254.0,1300.0,1514.0,1540,XE,24,140.0,160.0,127.0,-26.0,-6.0,ONT,GEG,936.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,13,7,2036.0,2035.0,2200.0,??,WN,1322,84.0,90.0,66.0,-5.0,1.0,BWI,DTW,408.0,7.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Evening
2008,1,23,3,1207.0,1205.0,1325.0,1320,WN,3139,78.0,75.0,64.0,5.0,2.0,SMF,ONT,389.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,9,3,1202.0,1200.0,1356.0,1400,WN,872,234.0,240.0,221.0,-4.0,2.0,MDW,LAS,1521.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,10,4,641.0,640.0,927.0,925,WN,195,166.0,165.0,151.0,2.0,1.0,MDW,HOU,937.0,4.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,17,4,1604.0,1420.0,1721.0,1540,WN,1434,77.0,80.0,65.0,101.0,104.0,MDW,BNA,395.0,5.0,7.0,0,0,0.0,12.0,0.0,0.0,89.0,1,0,Afternoon
2008,1,11,5,1721.0,1650.0,1843.0,1810,WN,1600,82.0,80.0,67.0,33.0,31.0,SAN,SJC ,417.0,3.0,12.0,0,0,0.0,0.0,2.0,0.0,31.0,1,0,Afternoon
2008,1,7,1,1539.0,1545.0,1646.0,1700,WN,2028,67.0,75.0,54.0,-14.0,-6.0,SJC,SNA,342.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,14,1,942.0,940.0,1548.0,1600,WN,519,246.0,260.0,232.0,-12.0,2.0,PHX,BWI,1999.0,3.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,16,3,1641.0,1640.0,1927.0,1930,WN,2190,106.0,110.0,90.0,-3.0,1.0,SMF,PHX,647.0,7.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,9,3,821.0,745.0,829.0,755,WN,319,68.0,70.0,55.0,34.0,36.0,CMH,MDW,284.0,4.0,9.0,0,0,34.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,16,3,1036.0,1040.0,1423.0,1440,WN,41,107.0,120.0,93.0,-17.0,-4.0,LAS,LBB,775.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,14,1,1951.0,1955.0,2202.0,2240,WN,3307,191.0,225.0,180.0,-38.0,-4.0,MDW,TUS,1440.0,3.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,8,2,1156.0,1200.0,1335.0,1330,WN,3679,99.0,90.0,80.0,5.0,-4.0,SAN,OAK,446.0,4.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,15,2,900.0,,1407.0,1406,XE,72,187.0,181.0,161.0,1.0,-5.0,ONT,OMA,1286.0,11.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,8,2,1259.0,1300.0,1521.0,1530,WN,2635,82.0,90.0,74.0,-9.0,-1.0,ELP,DAL,562.0,2.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,20,7,1831.0,1830.0,2151.0,2145,WN,2610,140.0,135.0,109.0,6.0,1.0,DEN,MDW,895.0,5.0,26.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,Evening
2008,1,17,4,1627.0,1545.0,1750.0,1715,WN,1424,83.0,90.0,69.0,35.0,42.0,SAN,OAK,446.0,5.0,9.0,0,0,0.0,0.0,0.0,0.0,35.0,1,0,Afternoon
2008,1,21,1,1054.0,1100.0,1334.0,1338,XE,422,160.0,158.0,144.0,-4.0,-6.0,GEG,SAN,1027.0,7.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,5,6,1213.0,1210.0,1308.0,1307,XE,100,55.0,57.0,40.0,1.0,3.0,FAT,ONT,222.0,5.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,Afternoon
2008,1,11,5,1149.0,1150.0,1305.0,1310,WN,290,76.0,80.0,63.0,-5.0,-1.0,MCI,BNA,491.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,26,6,1209.0,1130.0,1701.0,1645,WN,202,172.0,195.0,161.0,16.0,39.0,LAX,MCI,1363.0,5.0,6.0,0,0,0.0,0.0,0.0,0.0,16.0,1,1,Morning
2008,1,23,3,924.0,930.0,1031.0,1040,WN,2093,,70.0,54.0,-9.0,-6.0,JAX,FLL,318.0,3.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,4,5,1920.0,1900.0,2015.0,1955,WN,52,55.0,55.0,44.0,20.0,20.0,HOU,DAL,239.0,3.0,8.0,0,0,0.0,0.0,0.0,0.0,20.0,1,0,Evening
2008,1,11,5,1526.0,1515.0,1622.0,1615,WN,365,56.0,60.0,35.0,7.0,11.0,FLL,MCO,178.0,5.0,16.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,21,1,1706.0,1630.0,1832.0,1805,WN,3942,86.0,95.0,71.0,27.0,36.0,HOU,BHM,570.0,3.0,12.0,0,0,8.0,0.0,0.0,0.0,19.0,1,0,Afternoon
2008,1,17,4,1422.0,1350.0,1639.0,1555,WN,259,77.0,65.0,50.0,44.0,32.0,MDW,SDF,271.0,5.0,22.0,0,0,22.0,0.0,12.0,0.0,10.0,1,0,Afternoon
2008,1,11,5,1449.0,1450.0,1557.0,1605,WN,3828,68.0,75.0,57.0,-8.0,-1.0,MAF,HOU,441.0,3.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,3,4,638.0,630.0,817.0,2401,WN,513,99.0,105.0,82.0,2.0,8.0,STL,DAL,546.0,3.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,12,6,1438.0,1440.0,1641.0,1650,WN,1745,63.0,70.0,49.0,-9.0,-2.0,SNA,PHX,338.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,27,7,1131.0,1125.0,13:49,1355,WN ,1397,78.0,90.0,67.0,-6.0,6.0,DEN,MCI,533.0,3.0,8.0,N,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,16,3,1810.0,1810.0,2330.0,2323,XE,223,200.0,193.0,181.0,7.0,0.0,SMF,TUL,1419.0,7.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,4,5,1335.0,1310.0,1849.0,1825,WN,321,194.0,195.0,169.0,24.0,25.0,LAX,MCI,1363.0,7.0,18.0,0,0,0.0,2.0,0.0,0.0,22.0,1,0,Afternoon
2008,1,23,3,1737.0,1655.0,1854.0,1816,XE,224,197.0,201.0,182.0,38.0,42.0,AUS,ONT,1197.0,4.0,11.0,0,0,5.0,0.0,0.0,0.0,33.0,1,0,Afternoon
2008,1,19,6,1447.0,1450.0,1656.0,1715,WN,1250,129.0,145.0,115.0,-19.0,-3.0,HOU,MDW,937.0,6.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,14,1,1747.0,1755.0,1918.0,1920,WN,524,91.0,85.0,73.0,-2.0,-8.0,LAS,SMF,397.0,6.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,7,1,1957.0,1955.0,2129.0,2125,WN,1511,92.0,90.0,77.0,4.0,2.0,RNO,PDX,444.0,4.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,17,4,2312.0,2150.0,24.0,2305,WN,288,72.0,75.0,57.0,79.0,82.0,MCI,MDW,405.0,6.0,9.0,0,0,0.0,0.0,0.0,0.0,79.0,1,0,Evening
2008,1,25,5,1020.0,1000.0,1505.0,??,XE,407,165.0,181.0,150.0,4.0,20.0,SAN,OMA,1313.0,4.0,,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,5,6,1636.0,1550.0,1639.0,1555, WN,508,63.0,65.0,52.0,44.0,46.0,PHX,ONT,325.0,5.0,6.0,0,0,0.0,0.0,0.0,0.0,44.0,1,1,Afternoon
2008,1,17,4,1446.0,1430.0,1613.0,1540,WN,3655,147.0,130.0,117.0,33.0,16.0,BWI,BHM,682.0,3.0,27.0,0,0,0.0,7.0,17.0,0.0,9.0,1,0,Afternoon
2008,1,22,2,1407.0,1400.0,1951.0,2000,WN,1194,224.0,240.0,208.0,-9.0,7.0,SLC,BWI,1864.0,2.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,6,7,714.0,720.0,922.0,945,WN,987,128.0,145.0,107.0,-23.0,-6.0,PIT,MCO,834.0,13.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,3,4,730.0,730.0,933.0,945,WN,250,183.0,195.0,167.0,-12.0,0.0,LIT,PHX,1136.0,4.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,24,4,1113.0,1110.0,1458.0,1505,WN,1210,165.0,175.0,142.0,-7.0,3.0,PHX,STL,1262.0,3.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,4,5,1643.0,1630.0,1806.0,1755,WN,3327,83.0,85.0,60.0,11.0,13.0,OAK,LAS,407.0,7.0,16.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,10,4,850.0,850.0,1045.0,1055,WN,247,115.0,125.0,99.0,-10.0,0.0,SDF,MCO,718.0,8.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,11,5,1737.0,1730.0,1907.0,1855,WN,641,90.0,85.0,73.0,12.0,7.0,LAS,SMF,397.0,3.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,6,7,747.0,750.0,751.0,805,WN,238,64.0,75.0,54.0,-14.0,-3.0,PHX,ONT,325.0,4.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,12,6,1501.0,1500.0,1633.0,1645,WN,2866,92.0,105.0,81.0,-12.0,1.0,MDW,LIT,544.0,,9.0,0,N,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,24,4,2214.0,2145.0,2324.0,2255,WN,1367,70.0,70.0,53.0,29.0,29.0,MCI,OKC,313.0,5.0,12.0,0,0,29.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,5,6,1108.0,1110.0,1326.0,1335,WN,2366,138.0,145.0,126.0,-9.0,-2.0,MCO,CLE,895.0,5.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
